"","Dim1","Dim2","Dim3","Dim4"
"David Masterson",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"David Oyelowo",0.672311102774992,0.401454921668417,-0.238471259831678,-1.48610441579992
"David Paymer",0.028406099167398,-0.590062732583734,-2.40061549962554,-0.424194540681278
"David Richmond-Peck",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"David Zayas",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Dax Flame",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Dean Stockwell",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Debbie Reynolds",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Deborah Kara Unger",-2.68766184297651,0.953606389839926,0.314485193099984,-0.123007236990998
"Deborah Mailman",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Debra Messing",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Del Zamora",-0.0418997355459995,-0.831490604837501,-5.06667134920619,-1.61933970103977
"Delroy Lindo",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Demi Moore",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Demián Bichir",1.24687303165818,2.52883335784518,-0.12533153768656,0.248244872264178
"Denis Lavant",2.39503412943557,5.40630157602032,-0.516103425328222,-0.274460875148861
"Denis Leary",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Denis O'Hare",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Dennis Quaid",0.398801328784285,0.0166090439866484,-0.494157955306895,-0.677469428830036
"Denzel Washington",0.129328231195967,-0.367004907945501,0.339016202710434,0.530316610217224
"Derek Luke",0.0987119338807956,-0.348634860329966,0.265440349955103,0.770950619677217
"Derick Martini",0.741654177499395,-0.734405860256192,1.81053325781707,-4.28236357898265
"Devin Ratray",1.24687303165818,2.52883335784518,-0.12533153768656,0.248244872264178
"Dianne Wiest",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Diedrich Bader",0.0987119338807956,-0.348634860329967,0.265440349955103,0.770950619677217
"Djimon Hounsou",-0.650610886368579,-0.204145451977819,-1.72184032644416,-0.348897714758708
