"","Dim1","Dim2","Dim3","Dim4"
"David Atkins",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Ayer",0.0282071055188035,0.897021184452238,0.631888488402872,-0.364166452694898
"David Bowers",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Boyd",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"David Cronenberg",0.145032346683559,0.121618220948377,-0.499420716344422,0.609267627165104
"David Dobkin",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Duchovny",-4.40158919518002,-2.49372632736262,1.48210934152022,0.321133522255129
"David E. Talbert",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"David F. Sandberg",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Fincher",0.033562334270227,0.155311265734462,-0.595536248249619,-0.657720416839268
"David Frankel",0.0335623342702269,0.155311265734462,-0.595536248249619,-0.657720416839268
"David Gelb",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"David Gordon Green",-0.00359433653421689,0.166542280663157,-0.627574758884685,-1.08004976484072
"David Hackl",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"David Jacobson",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Kellogg",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Koepp",0.107842682833563,0.650923077486646,0.330941939740763,0.434658988864851
"David Lynch",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Mamet",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David McNally",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Mirkin",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
"David Moreau",3.11023807366163,-3.77115898695381,2.51596764631997,-0.793033921234655
"David Nixon",0.145032346683558,0.121618220948378,-0.499420716344422,0.609267627165104
